252,253,254,255,256,257,258,259,260,261,252,253,254,255,256,257,258,259,260,261,252,253,254,255,256,257,258,259,260,261,252,253,254,255,256,257,258,259,260,261,252,253,254,255,256,257,258,259,260,261,252,253,254,255,256,257,258,259,260,261,252,253,254,255,256,257,258,259,260,261,252,253,254,255,256,257,258,259,260,261,252,253,254,255,256,257,258,259,260,261,252,253,254,255,256,257,258,259,260,261,252,253,254,255,256,257,258,259,260,261
266,267,268,269,270,271,272,273,274,275,266,267,268,269,270,271,272,273,274,275,266,267,268,269,270,271,272,273,274,275,266,267,268,269,270,271,272,273,274,275,266,267,268,269,270,271,272,273,274,275,266,267,268,269,270,271,272,273,274,275,266,267,268,269,270,271,272,273,274,275,266,267,268,269,270,271,272,273,274,275,266,267,268,269,270,271,272,273,274,275,266,267,268,269,270,271,272,273,274,275,266,267,268,269,270,271,272,273,274,275
280,281,282,283,284,285,286,287,288,289,280,281,282,283,284,285,286,287,288,289,280,281,282,283,284,285,286,287,288,289,280,281,282,283,284,285,286,287,288,289,280,281,282,283,284,285,286,287,288,289,280,281,282,283,284,285,286,287,288,289,280,281,282,283,284,285,286,287,288,289,280,281,282,283,284,285,286,287,288,289,280,281,282,283,284,285,286,287,288,289,280,281,282,283,284,285,286,287,288,289,280,281,282,283,284,285,286,287,288,289
294,295,296,297,298,299,300,301,302,303,294,295,296,297,298,299,300,301,302,303,294,295,296,297,298,299,300,301,302,303,294,295,296,297,298,299,300,301,302,303,294,295,296,297,298,299,300,301,302,303,294,295,296,297,298,299,300,301,302,303,294,295,296,297,298,299,300,301,302,303,294,295,296,297,298,299,300,301,302,303,294,295,296,297,298,299,300,301,302,303,294,295,296,297,298,299,300,301,302,303,294,295,296,297,298,299,300,301,302,303
308,309,310,311,312,313,314,315,316,317,308,309,310,311,312,313,314,315,316,317,308,309,310,311,312,313,314,315,316,317,308,309,310,311,312,313,314,315,316,317,308,309,310,311,312,313,314,315,316,317,308,309,310,311,312,313,314,315,316,317,308,309,310,311,312,313,314,315,316,317,308,309,310,311,312,313,314,315,316,317,308,309,310,311,312,313,314,315,316,317,308,309,310,311,312,313,314,315,316,317,308,309,310,311,312,313,314,315,316,317
322,323,324,325,326,327,328,329,330,331,322,323,324,325,326,327,328,329,330,331,322,323,324,325,326,327,328,329,330,331,322,323,324,325,326,327,328,329,330,331,322,323,324,325,326,327,328,329,330,331,322,323,324,325,326,327,328,329,330,331,322,323,324,325,326,327,328,329,330,331,322,323,324,325,326,327,328,329,330,331,322,323,324,325,326,327,328,329,330,331,322,323,324,325,326,327,328,329,330,331,322,323,324,325,326,327,328,329,330,331
336,337,338,339,340,341,342,343,344,345,336,337,338,339,340,341,342,343,344,345,336,337,338,339,340,341,342,343,344,345,336,337,338,339,340,341,342,343,344,345,336,337,338,339,340,341,342,343,344,345,336,337,338,339,340,341,342,343,344,345,336,337,338,339,340,341,342,343,344,345,336,337,338,339,340,341,342,343,344,345,336,337,338,339,340,341,342,343,344,345,336,337,338,339,340,341,342,343,344,345,336,337,338,339,340,341,342,343,344,345
350,351,352,353,354,355,356,357,358,359,350,351,352,353,354,355,356,357,358,359,350,351,352,353,354,355,356,357,358,359,350,351,352,353,354,355,356,357,358,359,350,351,352,353,354,355,356,357,358,359,350,351,352,353,354,355,356,357,358,359,350,351,352,353,354,355,356,357,358,359,350,351,352,353,354,355,356,357,358,359,350,351,352,353,354,355,356,357,358,359,350,351,352,353,354,355,356,357,358,359,350,351,352,353,354,355,356,357,358,359
364,365,366,367,368,369,370,371,372,373,364,365,366,367,368,369,370,371,372,373,364,365,366,367,368,369,370,371,372,373,364,365,366,367,368,369,370,371,372,373,364,365,366,367,368,369,370,371,372,373,364,365,366,367,368,369,370,371,372,373,364,365,366,367,368,369,370,371,372,373,364,365,366,367,368,369,370,371,372,373,364,365,366,367,368,369,370,371,372,373,364,365,366,367,368,369,370,371,372,373,364,365,366,367,368,369,370,371,372,373
378,379,380,381,382,383,384,385,386,387,378,379,380,381,382,383,384,385,386,387,378,379,380,381,382,383,384,385,386,387,378,379,380,381,382,383,384,385,386,387,378,379,380,381,382,383,384,385,386,387,378,379,380,381,382,383,384,385,386,387,378,379,380,381,382,383,384,385,386,387,378,379,380,381,382,383,384,385,386,387,378,379,380,381,382,383,384,385,386,387,378,379,380,381,382,383,384,385,386,387,378,379,380,381,382,383,384,385,386,387
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,13,12,13,12,13,13,12,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,10,11,11,11,11,-1,-1,-1,-1,-1,10,11,10,10,10,10,10,10,10,10,10,10,10,10,10
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,26,27,26,27,26,27,27,26,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,24,24,24,24,24,24,24,24,24,24,24,24,24,24,10,10,24,25,25,25,25,-1,-1,-1,-1,-1,24,25,24,24,24,24,24,24,24,24,24,24,24,24,24
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,13,12,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,24,24,24,24,25,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,11,10,10,10,10,10,10,10,10,10,10,10
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,26,27,26,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,24,25,24,24,24,24,24,24,24,24,24,24,24
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,13,12,13,12,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,13,26,27,26,27,26,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,13,12,12,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,26,27,12,13,26,27,12,13,12,13,12,13,12,13,12,13,12,13,12,12,13,12,13,26,27,26,26,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,13,26,27,12,13,26,27,12,13,26,27,26,27,12,13,26,27,26,26,27,26,27,12,13,13,12,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,26,12,13,13,26,27,12,13,26,27,12,13,12,13,26,27,26,27,12,13,13,26,27,26,27,27,13,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,26,12,13,12,13,12,13,-1,-1,26,27,26,27,-1,-1,-1,-1,26,27,27,-1,26,27,26,27,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
